satisfaction_level,last_evaluation,number_project,time_spend_company,left,promotion_last_5years,salary,work_accident,average_monthly_hours,department
0.66,0.84,3,4,0,0,1,0,170,8
0.56,0.49,3,3,0,0,1,0,208,8
0.77,0.98,2,3,0,0,1,0,226,8
0.82,0.81,3,3,0,0,1,0,149,8
0.85,0.59,2,2,0,0,1,0,264,8
0.49,0.79,5,2,0,0,1,0,177,8
0.24,0.87,4,3,0,0,1,0,262,9
0.32,0.74,3,3,0,0,1,0,211,9
0.77,0.51,4,3,0,0,1,1,141,9
0.77,0.83,5,4,0,0,0,0,197,4
0.93,0.87,3,3,0,0,1,1,154,0
0.22,0.74,5,5,0,0,1,0,178,0
0.24,0.89,5,4,0,0,1,0,169,0
0.99,0.99,3,4,0,0,1,0,228,0
0.61,0.5,3,3,0,0,0,0,231,0
0.6,0.91,4,3,0,0,1,1,185,6
0.79,0.7,3,2,0,0,1,0,195,6
0.94,0.62,3,3,0,0,1,0,147,6
0.18,0.85,5,3,0,0,0,0,192,6
0.51,0.73,5,3,0,0,1,0,241,0
0.55,0.92,3,3,0,0,2,0,151,1
0.73,0.74,3,3,0,0,0,0,221,1
0.41,0.63,5,3,0,0,2,0,263,1
0.88,0.66,3,3,0,0,0,0,178,1
0.23,0.56,5,5,0,0,2,0,169,1
0.78,0.56,3,4,0,0,2,0,271,5
0.34,0.69,3,3,0,0,2,0,155,5
0.51,0.41,2,4,0,0,2,0,164,7
0.8,0.86,3,2,0,0,2,0,226,2
0.66,0.57,4,2,0,0,2,1,220,8
0.62,0.63,5,6,0,0,2,0,153,9
0.5,0.97,2,4,0,0,2,0,252,4
0.96,0.94,3,3,0,0,0,0,182,5
0.5,0.84,3,2,0,0,1,0,150,5
0.73,0.69,6,4,0,0,2,1,273,5
0.47,0.39,6,5,0,0,2,0,215,7
0.49,0.83,3,2,0,0,2,0,172,7
0.92,0.62,3,2,0,0,2,0,264,7
0.24,0.39,5,2,0,0,2,0,158,7
0.61,0.58,4,4,0,0,2,0,142,7
0.83,0.89,4,3,0,0,2,0,137,7
0.88,0.66,4,3,0,0,2,0,275,7
0.61,0.55,3,3,0,0,2,0,245,7
0.68,0.54,4,4,0,0,0,0,165,7
0.51,0.7,4,4,0,0,1,1,142,7
0.88,0.58,4,2,0,0,1,0,215,7
0.94,0.84,5,3,0,0,1,0,240,7
0.58,0.88,4,3,0,0,0,0,255,7
0.63,0.98,4,3,0,0,1,0,265,7
0.81,0.49,4,4,0,0,1,0,285,7
0.61,0.86,3,2,0,0,1,0,238,7
0.65,0.63,3,3,0,0,0,0,137,7
0.67,0.63,3,5,0,0,1,0,270,7
0.64,0.62,4,3,0,0,1,1,145,7
0.25,0.76,6,3,0,0,1,0,182,2
0.13,0.62,3,6,0,0,1,0,264,2
0.14,0.89,3,6,0,0,1,0,212,2
0.74,0.51,5,3,0,0,1,0,198,3
0.8,0.81,5,3,0,0,1,0,200,3
0.5,0.56,3,4,0,0,2,0,263,3
0.69,0.75,4,4,0,0,2,0,249,3
0.91,0.53,4,3,0,0,1,0,212,9
0.8,0.51,3,3,0,0,1,0,159,9
0.93,0.52,3,3,0,0,1,0,181,9
0.57,0.99,3,4,0,0,1,1,100,9
0.51,0.58,2,2,0,0,1,1,218,9
0.98,0.54,4,3,0,0,1,0,178,9
0.85,0.83,4,3,0,0,1,0,219,9
0.73,0.56,5,3,0,0,1,0,239,9
0.97,0.9,3,2,0,0,1,0,255,9
0.52,0.61,4,2,0,0,1,0,163,9
0.31,0.38,3,2,0,0,1,0,173,9
0.49,0.77,3,3,0,0,1,0,147,8
0.81,0.44,4,4,0,0,1,1,166,8
0.52,0.8,5,2,0,0,1,0,209,8
0.69,0.56,5,3,0,0,1,0,271,8
0.7,0.74,3,4,0,0,1,1,253,8
0.65,0.85,4,2,0,0,1,0,233,8
0.54,0.71,2,2,0,0,1,0,194,8
0.57,0.49,2,2,0,0,1,0,237,8
0.78,0.9,4,2,0,0,1,0,238,8
0.99,0.92,4,3,0,0,1,0,212,8
0.57,0.83,5,3,0,0,1,0,189,8
0.33,0.58,3,3,0,0,1,0,115,9
0.97,0.58,4,3,0,0,1,0,159,9
0.95,0.58,5,3,0,0,1,0,133,9
0.69,0.83,5,3,0,0,1,0,225,4
0.97,0.91,2,5,0,0,1,0,112,0
0.4,0.59,3,4,0,0,1,1,111,0
0.67,0.71,4,6,0,0,1,0,178,0
0.96,0.58,5,3,0,0,1,0,178,0
0.49,0.95,2,4,0,0,1,1,181,0
0.56,0.66,3,2,0,0,1,0,139,6
0.99,0.78,2,4,0,0,1,0,177,6
0.49,0.88,4,3,0,0,1,0,270,6
0.53,0.69,4,3,0,0,1,0,135,6
0.75,0.5,4,4,0,0,1,0,166,0
0.51,0.89,3,4,0,0,1,0,230,5
0.65,0.9,3,3,0,0,2,1,163,5
0.45,0.66,2,3,0,0,2,0,236,5
0.98,0.91,3,4,0,0,2,1,264,5
0.9,0.74,3,2,0,0,2,0,185,5
0.37,0.62,4,2,0,0,2,0,253,5
0.52,0.99,4,3,0,0,2,0,253,5
0.96,0.78,3,3,0,0,2,0,135,7
0.99,0.7,2,4,0,0,2,0,182,2
0.66,0.56,5,3,0,0,2,0,202,8
0.84,0.54,5,2,0,0,2,0,186,9
0.16,0.87,5,3,0,0,2,0,163,4
0.75,0.59,3,3,0,0,2,0,242,5
0.52,0.74,3,2,0,0,0,0,160,5
0.86,0.86,3,3,0,0,1,0,173,5
0.75,0.53,3,2,0,0,2,0,154,7
0.73,0.99,3,3,0,0,2,0,160,7
0.98,0.84,3,2,0,0,2,0,139,7
0.8,0.84,3,3,0,0,2,0,251,7
0.18,0.48,4,4,0,0,1,1,176,7
0.37,0.72,2,3,0,0,1,0,163,7
0.97,0.86,3,4,0,0,1,0,257,7
0.56,0.68,4,3,0,0,1,0,159,7
0.32,0.65,2,3,0,0,1,0,183,7
0.63,0.88,4,2,0,0,1,0,260,7
0.36,0.78,6,3,0,0,1,0,151,7
0.75,0.49,4,3,0,0,1,1,246,7
0.42,0.86,3,4,0,0,1,1,160,7
0.96,0.66,3,2,0,0,1,0,155,7
0.62,0.78,5,6,0,0,1,0,250,7
0.78,0.96,2,3,0,0,1,0,174,7
0.93,0.89,3,2,0,0,1,0,262,7
0.93,0.87,4,2,0,0,1,0,257,7
0.45,0.42,4,2,0,0,1,0,140,7
0.44,0.56,3,3,0,0,2,0,123,2
0.57,0.55,3,2,0,0,2,0,264,2
0.77,0.51,2,5,0,0,2,0,254,2
0.6,0.98,4,4,0,0,2,0,205,3
0.25,0.94,6,4,0,0,2,0,199,3
0.59,0.43,3,3,0,0,2,0,171,3
0.29,0.57,5,5,0,0,2,0,98,3
0.5,0.95,3,4,0,0,1,1,166,9
0.91,0.94,4,4,0,0,1,0,264,9
0.78,0.65,3,2,0,0,1,0,176,9
0.73,0.76,2,3,0,0,1,0,166,9
0.51,0.59,4,3,0,0,1,0,169,9
0.65,0.82,4,3,0,0,1,0,257,9
0.25,0.87,3,4,0,0,1,0,265,9
0.5,0.63,5,2,0,0,1,0,167,9
0.53,0.58,4,2,0,0,1,0,134,9
0.57,0.76,2,3,0,0,1,0,176,9
0.77,0.91,5,3,0,0,1,0,274,9
0.94,0.77,3,3,0,0,1,0,201,8
0.5,0.53,3,4,0,0,1,0,121,8
0.47,0.57,3,4,0,0,1,0,97,8
0.92,0.54,4,4,0,0,1,0,217,8
0.9,0.87,3,3,0,0,1,0,220,8
0.54,0.46,2,4,0,0,1,0,98,8
0.58,0.97,5,3,0,0,1,0,265,8
0.95,0.87,3,3,0,0,1,0,201,8
0.52,0.71,3,3,0,0,1,0,151,8
0.83,0.51,4,3,0,0,1,0,199,8
0.54,0.92,4,3,0,0,1,0,175,8
0.8,0.85,5,3,0,0,1,1,253,9
0.52,0.57,3,2,0,0,1,0,183,9
0.83,0.8,5,3,0,0,1,0,223,9
0.74,0.55,5,4,0,0,1,0,168,4
0.87,0.71,5,2,0,0,1,0,244,0
0.45,0.87,2,4,0,0,1,1,268,0
0.72,0.72,4,4,0,0,1,0,218,0
0.27,0.85,2,6,0,0,1,1,277,0
0.51,0.88,5,2,0,0,1,1,225,0
0.55,0.55,4,3,0,0,1,0,257,6
0.89,0.69,4,3,0,0,1,0,170,6
0.85,0.86,3,3,0,0,1,0,179,6
0.29,0.85,4,2,0,0,1,0,211,6
0.96,0.5,3,2,0,0,1,1,217,0
0.9,0.68,3,3,0,0,1,0,135,1
0.28,0.94,6,3,0,0,1,1,167,1
0.93,0.98,4,3,0,0,2,0,189,1
0.51,0.57,3,3,0,0,2,1,162,1
0.97,0.76,3,3,0,0,2,0,193,1
0.71,0.55,4,3,0,0,2,1,273,1
0.52,0.69,6,5,0,0,2,0,138,5
0.87,0.84,4,3,0,0,2,1,237,7
0.78,0.61,5,2,0,0,2,0,260,2
0.57,0.82,3,5,0,0,2,1,149,8
0.34,0.49,4,3,0,0,2,0,149,9
0.95,0.95,4,4,0,0,2,0,137,4
0.72,0.73,5,3,0,0,2,0,167,5
0.61,0.37,4,6,0,0,2,0,165,5
0.39,0.39,2,2,0,0,0,0,131,5
0.72,0.59,5,2,0,0,1,0,138,7
0.86,0.91,4,3,0,0,2,1,234,7
0.69,0.67,4,3,0,0,2,0,141,7
0.5,0.65,4,3,0,0,2,1,266,7
0.62,0.68,3,2,0,0,2,0,134,7
0.76,0.55,4,3,0,0,1,0,147,7
0.97,0.88,4,4,0,0,1,0,237,7
0.78,0.57,5,4,0,0,1,0,114,7
0.81,0.89,4,2,0,0,1,1,166,7
0.15,0.95,4,5,0,0,1,1,173,7
0.72,0.5,3,3,0,0,1,1,205,7
0.8,0.5,3,3,0,0,1,0,219,7
0.76,0.74,3,2,0,0,1,0,173,7
0.19,0.73,4,3,0,0,1,0,231,7
0.75,0.75,5,2,0,0,1,0,133,7
0.94,0.49,4,3,0,0,1,0,220,7
0.93,0.59,5,3,0,0,1,0,158,7
0.96,0.92,3,4,0,0,1,0,182,7
0.14,0.57,6,5,0,0,1,0,275,7
0.75,0.71,3,3,0,0,1,1,237,2
0.6,0.59,5,4,0,0,1,0,146,2
0.65,0.48,4,3,0,0,1,0,144,2
0.59,0.79,2,3,0,0,1,0,195,3
0.93,0.78,5,4,0,0,2,0,191,3
0.5,1.0,3,2,0,0,2,0,149,3
0.62,0.55,4,3,0,0,2,1,137,3
0.24,0.58,3,5,0,0,2,1,184,9
0.66,0.87,4,3,0,0,2,0,139,9
0.55,0.95,4,4,0,0,2,0,249,9
0.91,0.66,3,3,0,0,2,0,168,9
0.59,0.51,2,5,0,0,2,0,145,9
0.74,0.54,5,3,0,0,2,0,221,9
0.43,0.51,2,3,0,0,2,0,123,9
0.85,0.99,6,6,0,0,2,0,153,9
0.46,0.54,3,4,0,0,2,0,183,9
0.48,0.56,4,3,0,0,0,0,271,9
0.96,1.0,4,2,0,0,1,1,167,9
0.55,0.9,4,3,0,0,2,0,177,8
0.82,0.74,3,3,0,0,2,1,256,8
0.24,0.65,3,4,0,0,2,0,143,8
0.69,0.71,3,3,0,0,2,0,241,8
0.29,0.68,4,3,0,0,1,0,210,8
0.53,0.7,4,5,0,0,1,1,155,8
0.65,0.77,2,3,0,0,1,0,248,8
0.57,0.53,3,3,0,0,1,0,162,8
0.6,0.5,4,3,0,0,1,0,137,8
0.79,0.55,5,2,0,0,1,0,242,8
0.41,0.5,6,6,0,0,1,1,257,8
0.79,0.72,5,3,0,0,1,1,245,9
0.5,0.8,3,3,0,0,1,0,234,9
0.8,0.76,4,2,0,0,1,0,135,9
0.61,0.79,5,2,0,0,1,0,269,4
0.99,0.68,4,3,0,0,1,0,238,0
0.77,0.86,3,5,0,0,1,0,101,0
0.7,0.52,5,2,0,0,1,1,200,0
0.55,0.87,3,4,0,0,1,0,241,0
0.87,0.63,3,3,0,0,1,1,143,0
0.97,0.6,3,2,0,0,1,1,169,6
0.56,0.99,4,2,0,0,1,0,270,6
0.99,0.81,4,3,0,0,1,1,246,6
0.57,0.66,4,2,0,0,1,0,151,6
1.0,0.84,3,3,0,0,1,0,227,0
0.97,0.74,3,3,0,0,0,1,134,5
0.81,0.54,4,4,0,0,0,0,155,2
0.76,0.48,5,3,0,0,0,0,173,2
0.95,0.55,5,3,0,0,2,0,134,0
0.81,0.65,3,2,0,0,2,0,195,0
0.8,0.65,3,4,0,0,0,0,264,4
0.72,0.57,3,2,0,0,2,1,203,5
0.68,0.65,3,2,0,0,2,0,243,7
0.21,0.61,6,5,0,0,2,1,159,2
0.46,0.4,3,2,0,0,2,0,145,8
0.8,0.7,3,2,0,0,2,0,238,9
0.57,0.64,4,2,0,0,2,0,151,4
0.58,0.57,5,2,0,0,0,0,205,5
0.91,1.0,4,3,0,0,1,0,211,5
0.63,0.67,5,2,0,0,2,0,169,5
0.95,0.86,2,4,0,0,2,0,263,7
0.87,0.67,5,3,0,0,2,0,143,7
0.22,0.53,5,4,0,0,2,1,160,7
0.95,0.65,5,2,0,0,1,1,142,7
0.18,0.5,4,4,0,0,1,0,169,7
0.87,0.63,5,3,0,0,1,0,214,7
0.23,0.84,5,5,0,0,1,0,131,7
0.93,0.69,3,4,0,0,1,0,213,7
0.58,0.75,4,4,0,0,1,0,244,7
0.68,0.55,4,3,0,0,1,1,169,7
0.76,0.71,4,3,0,0,1,0,156,7
0.68,0.84,5,3,0,0,1,0,161,7
0.99,0.47,3,5,0,0,1,0,152,7
0.64,0.55,3,2,0,0,1,0,201,7
0.61,0.83,5,5,0,0,1,1,269,7
0.51,0.5,5,2,0,0,1,0,242,7
0.69,0.66,3,4,0,0,1,0,113,7
0.85,0.6,3,2,0,0,1,0,251,7
0.55,0.89,6,3,0,0,1,0,99,7
0.56,0.89,4,3,0,0,1,0,263,2
0.69,0.68,4,4,0,0,1,0,214,2
0.61,0.46,4,3,0,0,1,0,172,2
0.47,0.65,4,2,0,0,1,0,172,3
0.58,0.79,4,3,0,0,1,1,196,3
0.16,0.56,5,5,0,0,2,0,152,3
0.53,0.64,2,3,0,0,2,0,109,3
0.82,0.82,5,4,0,0,2,0,193,9
0.68,0.61,4,3,0,0,2,0,227,9
0.6,0.72,3,2,0,0,2,0,181,9
0.93,0.44,5,5,0,0,2,0,190,9
0.58,0.49,2,3,0,0,2,0,107,9
0.61,0.96,4,3,0,0,2,1,161,9
0.74,0.71,4,3,0,0,2,0,243,9
0.88,0.91,3,2,0,0,2,0,157,9
0.94,0.8,6,3,0,0,2,0,147,9
0.44,0.46,3,3,0,0,2,0,121,9
0.73,0.52,3,2,0,0,0,0,274,9
0.9,0.68,4,4,0,0,1,1,204,8
0.97,0.49,3,2,0,0,2,0,199,8
0.86,0.96,5,3,0,0,2,0,246,8
0.81,0.98,3,3,0,0,2,0,141,8
0.24,0.76,6,4,0,0,2,0,213,8
0.92,0.97,4,3,0,0,1,0,199,8
0.34,0.62,2,6,0,0,1,1,257,8
0.95,0.53,4,3,0,0,1,0,143,8
0.94,0.81,3,2,0,0,1,0,150,8
0.54,0.82,3,2,0,0,1,1,284,8
0.87,0.57,3,3,0,0,1,0,149,8
0.54,0.74,4,6,0,0,1,0,160,9
0.75,0.49,4,4,0,0,1,0,208,9
0.88,1.0,3,3,0,0,2,0,248,9
0.78,0.86,3,3,0,0,2,0,210,4
0.88,0.71,5,2,0,0,2,0,219,0
0.51,0.94,4,3,0,0,2,0,155,0
0.31,0.7,4,3,0,0,2,0,182,0
0.22,1.0,6,3,0,0,2,0,244,0
0.56,0.83,5,3,0,0,2,0,157,0
0.38,0.63,2,2,0,0,2,0,182,6
0.56,0.47,5,4,0,0,2,0,185,6
0.55,0.9,4,3,0,0,2,0,206,6
0.74,0.99,4,3,0,0,2,0,156,6
0.64,0.92,5,2,0,0,2,1,211,0
0.69,0.91,6,6,0,0,2,0,247,1
0.99,0.54,3,3,0,0,2,0,247,1
0.66,0.75,4,3,0,0,2,0,235,1
0.79,0.93,5,3,0,0,2,0,169,1
0.92,0.54,3,3,0,0,2,0,246,1
0.84,0.49,3,4,0,0,2,0,172,1
0.31,0.59,4,5,0,0,2,0,218,5
0.34,0.52,6,6,0,0,2,0,265,7
0.88,0.96,5,4,0,0,2,0,173,2
0.8,0.84,3,3,0,0,2,0,195,8
0.75,0.92,3,3,0,0,2,1,160,9
0.71,0.7,4,4,0,0,2,0,237,4
0.66,0.49,3,2,0,0,2,0,206,5
0.54,0.72,6,5,0,0,0,0,222,5
0.47,0.4,3,3,0,0,0,0,113,5
0.87,0.79,3,3,0,0,0,0,244,7
0.9,0.52,3,2,0,0,0,0,162,7
0.51,0.63,3,2,0,0,0,0,234,7
0.62,0.71,4,2,0,0,0,0,168,7
0.47,0.43,3,3,0,0,0,0,120,7
0.59,0.94,5,2,0,0,0,0,274,7
0.87,0.62,4,3,0,0,0,0,202,7
0.59,0.97,3,3,0,0,0,0,209,7
0.87,0.71,6,6,0,0,0,0,224,7
0.89,0.93,3,2,0,0,0,0,168,7
0.73,0.68,4,3,0,0,1,0,227,7
0.79,0.98,3,3,0,0,1,0,217,7
0.8,0.74,2,3,0,0,1,1,205,7
0.73,0.89,5,3,0,0,1,0,223,7
0.96,0.9,3,3,0,0,1,1,175,7
0.66,0.96,3,2,0,0,1,0,175,7
0.53,0.97,4,3,0,0,1,0,254,7
0.86,0.56,5,2,0,0,1,0,215,7
0.92,0.86,3,4,0,0,1,0,166,7
0.31,0.95,5,3,0,0,1,0,205,2
0.69,0.73,4,2,0,0,1,0,233,2
0.7,0.83,3,3,0,0,1,0,189,2
0.63,0.74,4,3,0,0,1,0,202,3
0.24,0.53,6,5,0,0,1,0,165,3
0.13,0.94,4,5,0,0,1,1,213,3
0.47,0.41,2,3,0,0,2,0,140,3
0.53,0.58,4,2,0,0,2,0,251,9
0.96,0.96,5,3,0,0,2,0,243,9
0.92,0.88,4,4,0,0,2,0,111,9
0.56,0.59,3,2,0,0,2,0,178,9
0.51,0.88,5,4,0,0,2,0,230,9
0.22,0.85,6,6,0,0,2,1,172,9
0.83,0.92,3,2,0,0,2,1,268,9
0.85,0.48,2,4,0,0,2,0,208,9
0.85,0.92,3,4,0,0,2,0,188,9
0.85,0.9,5,2,0,0,2,0,247,9
0.73,0.82,4,4,0,0,2,0,205,9
0.18,0.52,3,4,0,0,0,0,213,8
0.63,0.87,4,3,0,0,0,1,145,8
0.5,0.48,2,2,0,0,0,0,106,8
0.63,0.47,3,3,0,0,0,1,180,8
0.15,0.95,4,5,0,0,0,0,251,8
0.96,0.69,4,5,0,0,0,0,156,8
0.96,0.91,5,2,0,0,0,0,179,8
0.31,0.51,4,6,0,0,0,0,229,8
0.59,0.49,4,4,0,0,1,0,149,8
0.75,0.98,4,3,0,0,1,0,198,8
0.96,0.51,3,6,0,0,1,1,241,8
0.69,0.67,4,3,0,0,1,0,156,9
0.92,0.89,3,2,0,0,1,0,220,9
0.96,0.82,5,3,0,0,1,0,185,9
0.67,0.7,4,3,0,0,1,0,222,4
0.49,0.56,3,3,0,0,1,1,221,0
0.85,0.65,4,3,0,0,2,1,280,0
0.85,0.53,3,3,0,0,2,0,250,0
0.91,0.77,4,3,0,0,2,1,167,0
0.7,0.48,4,3,0,0,2,0,238,0
0.98,0.99,4,2,0,0,2,0,132,6
0.48,0.48,2,5,0,0,2,0,245,6
0.39,0.6,2,2,0,0,2,0,161,6
0.66,0.89,3,3,0,0,2,0,242,6
0.6,0.61,3,5,0,0,2,0,104,0
0.88,0.9,4,4,0,0,2,0,152,1
0.85,0.83,3,2,0,0,2,0,226,1
0.76,0.81,3,3,0,0,2,0,175,1
1.0,0.67,5,4,0,0,2,0,241,1
0.79,0.74,2,3,0,0,2,0,158,1
0.63,0.52,5,4,0,0,2,0,226,5
0.5,0.83,2,2,0,0,2,1,220,7
0.83,0.74,4,3,0,0,2,0,233,2
0.71,0.81,3,3,0,0,2,0,141,8
0.94,0.87,4,3,0,0,2,0,157,9
0.56,0.57,2,4,0,0,2,0,112,4
0.78,0.71,4,2,0,0,2,0,216,5
0.34,0.46,5,3,0,0,2,0,131,5
0.62,0.67,3,3,0,0,2,0,212,5
0.82,0.74,3,2,0,0,0,0,163,7
0.42,0.5,2,3,0,0,1,0,151,7
0.51,0.79,3,3,0,0,2,0,137,7
0.63,0.78,2,5,0,0,2,1,158,7
0.43,0.81,3,3,0,0,2,0,102,7
0.5,0.49,5,3,0,0,2,0,256,7
0.81,0.87,4,2,0,0,2,0,203,7
0.63,0.7,5,2,0,0,2,1,177,7
0.86,0.7,4,3,0,0,2,0,197,7
0.92,0.91,3,2,0,0,2,0,202,7
0.72,0.78,3,2,0,0,2,0,229,7
0.78,0.63,4,2,0,0,2,0,181,7
0.76,0.65,3,2,0,0,1,0,254,7
0.84,0.63,2,3,0,0,1,0,162,7
0.78,0.54,4,3,0,0,1,0,102,7
0.57,0.59,4,3,0,0,1,0,197,7
0.15,0.42,3,3,0,0,1,0,98,7
0.69,0.77,3,2,0,0,1,0,232,7
0.73,0.6,3,4,0,0,1,1,252,7
0.96,0.54,5,3,0,0,0,1,161,2
0.91,0.78,4,4,0,0,1,0,169,2
0.58,0.97,2,3,0,0,0,0,216,2
0.84,0.56,3,3,0,0,0,0,266,3
0.51,0.58,3,3,0,0,1,0,141,3
0.71,0.95,4,3,0,0,1,0,249,3
0.63,0.82,5,3,0,0,0,0,268,3
0.66,0.51,3,3,0,0,1,0,192,9
0.5,0.8,6,5,0,0,2,0,201,9
0.56,0.89,3,3,0,0,0,1,163,9
0.57,0.46,3,4,0,0,2,0,167,9
0.7,0.65,5,3,0,0,2,1,202,9
0.84,0.62,5,4,0,0,2,0,245,9
0.33,0.59,3,2,0,0,2,0,243,9
0.64,0.94,3,2,0,0,0,0,204,9
0.93,0.54,4,2,0,0,2,0,239,9
1.0,0.58,4,2,0,0,2,1,229,9
0.91,0.49,3,4,0,0,2,0,213,9
0.56,0.59,5,4,0,0,0,0,254,8
0.62,0.52,6,4,0,0,2,0,253,8
0.98,0.68,4,3,0,0,0,0,253,8
0.96,0.85,5,4,0,0,1,0,211,8
0.61,0.99,5,2,0,0,2,0,98,8
0.92,0.66,4,3,0,0,2,0,133,8
0.58,0.67,5,3,0,0,2,0,265,8
0.47,0.49,2,3,0,0,2,1,112,8
0.87,0.7,3,3,0,0,1,0,224,8
0.8,0.64,5,2,0,0,1,0,180,8
0.54,0.53,3,2,0,0,1,0,203,8
0.14,0.83,6,6,0,0,1,0,275,9
0.98,0.76,5,3,0,0,1,0,168,9
0.13,0.58,4,4,0,0,1,0,203,9
0.64,0.81,3,3,0,0,1,0,209,4
0.91,0.75,3,2,0,0,1,0,166,0
0.24,0.71,3,5,0,0,1,0,187,0
0.34,0.42,6,5,0,0,1,1,287,0
0.51,0.85,2,4,0,0,0,0,248,0
0.91,0.7,3,2,0,0,1,0,193,0
0.86,0.9,4,3,0,0,1,0,162,6
1.0,0.61,3,4,0,0,1,0,188,6
0.37,0.41,6,3,0,0,1,0,101,6
0.46,0.73,6,4,0,0,0,0,256,6
0.86,0.8,5,2,0,0,1,0,134,0
0.36,0.68,2,4,0,0,0,0,126,5
0.52,0.93,2,3,0,0,0,0,243,2
0.51,0.73,3,4,0,0,0,0,205,2
0.69,0.94,5,2,0,0,2,0,259,0
0.67,0.5,5,3,0,0,2,0,219,0
0.6,0.99,5,3,0,0,0,0,161,4
0.71,0.57,3,3,0,0,2,0,207,5
0.65,0.79,3,3,0,0,0,1,201,7
0.48,0.92,3,3,0,0,2,0,234,2
0.67,0.58,4,3,0,0,2,0,158,8
0.68,0.63,5,4,0,0,2,0,185,9
0.74,0.85,3,3,0,0,2,0,176,4
0.9,0.77,5,3,0,0,2,0,163,5
0.67,0.83,3,3,0,0,2,1,171,5
0.64,0.66,5,4,0,0,2,0,163,5
0.54,0.87,4,3,0,0,2,0,163,7
0.6,0.73,2,2,0,0,0,0,180,7
0.72,0.67,3,3,0,0,1,0,243,7
0.97,0.49,4,2,0,0,2,0,213,7
0.99,0.89,3,2,0,0,2,0,273,7
0.75,0.93,4,3,0,0,2,0,195,7
0.84,0.98,4,3,0,0,2,0,246,7
0.76,0.5,3,3,0,0,2,1,196,7
0.96,0.51,5,2,0,0,2,1,205,7
0.12,0.81,4,6,0,0,2,0,287,7
0.54,0.79,3,3,0,0,2,0,211,7
0.69,0.98,3,4,0,0,2,0,261,7
0.77,0.71,5,3,0,0,0,0,204,7
0.96,0.86,2,3,0,0,1,0,163,7
0.53,0.62,4,2,0,0,1,0,162,7
0.54,0.72,4,2,0,0,1,1,259,7
0.89,0.64,4,5,0,0,0,0,151,7
0.52,0.84,2,2,0,0,1,0,266,7
0.29,0.65,5,5,0,0,1,1,110,7
0.93,0.6,4,3,0,0,1,0,271,2
0.71,0.68,4,2,0,0,0,0,208,2
0.23,0.5,2,6,0,0,1,0,150,2
0.89,0.96,3,4,0,0,1,0,122,3
0.51,0.5,4,3,0,0,1,0,246,3
0.27,0.64,2,3,0,0,1,0,188,3
0.9,0.53,3,3,0,0,1,0,167,3
0.88,0.57,4,4,0,0,1,0,261,9
0.91,0.83,4,3,0,0,1,0,235,9
0.65,0.63,4,2,0,0,2,0,199,9
0.68,0.5,4,4,0,0,2,1,166,9
0.58,0.63,4,3,0,0,2,0,272,9
0.68,0.62,3,3,0,0,2,0,158,9
0.59,0.76,3,3,0,0,2,0,264,9
0.56,0.57,5,3,0,0,2,0,274,9
0.74,0.44,5,3,0,0,2,1,169,9
0.5,0.91,4,2,0,0,2,0,148,9
0.85,0.65,4,2,0,0,2,0,162,9
0.57,0.48,5,3,0,0,2,0,221,8
0.89,0.58,3,3,0,0,2,0,167,8
0.76,0.66,5,2,0,0,2,0,206,8
0.96,0.7,3,3,0,0,0,0,169,8
0.81,0.68,4,3,0,0,1,0,179,8
0.79,0.85,4,6,0,0,2,0,100,8
0.63,0.66,3,2,0,0,2,1,177,8
0.92,0.82,5,3,0,0,2,0,252,8
0.77,0.74,4,4,0,0,2,0,202,8
0.73,0.87,4,2,0,0,1,0,263,8
0.74,0.98,4,2,0,0,1,0,160,8
0.8,0.74,5,3,0,0,1,1,229,9
0.82,0.85,5,4,0,0,1,0,195,9
0.48,0.81,3,2,0,0,1,0,212,9
0.79,0.54,6,4,0,0,1,0,190,4
0.87,0.41,3,3,0,0,1,1,219,0
0.96,0.88,2,2,0,0,1,0,193,0
0.96,0.58,5,4,0,0,1,1,197,0
0.69,0.66,3,2,0,0,1,0,206,0
0.42,0.58,2,3,0,0,1,0,140,0
0.7,0.76,3,2,0,0,1,0,173,6
0.97,0.76,6,2,0,0,1,0,142,6
0.6,0.59,3,4,0,0,1,1,237,6
0.63,0.63,5,2,0,0,1,0,252,6
0.65,0.82,4,2,0,0,1,0,196,0
0.85,0.81,3,3,0,0,0,0,205,5
0.54,0.83,3,3,0,0,0,0,201,2
0.23,0.74,5,4,0,0,0,0,120,2
0.95,0.73,2,2,0,0,2,0,187,0
1.0,0.51,5,4,0,0,2,0,274,0
0.77,0.93,3,3,0,0,0,0,227,4
0.8,0.53,3,3,0,0,2,0,245,7
0.88,0.56,4,4,0,0,2,0,243,2
0.73,0.68,3,2,0,0,2,0,132,8
0.54,0.9,3,3,0,0,2,0,206,9
0.92,0.58,5,2,0,0,2,1,205,4
0.14,0.88,3,4,0,0,2,0,162,5
0.65,0.79,5,3,0,0,2,0,266,5
0.17,0.89,5,5,0,0,2,0,261,5
0.18,0.67,5,4,0,0,2,0,209,7
0.58,0.5,5,4,0,0,2,0,184,7
0.63,0.67,4,3,0,0,2,0,229,7
0.68,0.81,3,2,0,0,0,1,180,7
0.91,0.98,5,3,0,0,1,0,135,7
0.95,0.94,3,3,0,0,2,0,174,7
0.89,0.76,2,2,0,0,2,0,278,7
0.76,0.76,3,2,0,0,2,0,197,7
0.96,0.72,3,3,0,0,2,0,157,7
